long_strike,short_strike,current_price,long_ask,short_black_scholes_price,long_black_scholes_price,short_z_score,long_z_score,short_ask,long_bid,short_bid,net_premium,max_profit,max_loss,breakeven,reward_risk_ratio,probability_of_profit,spread_width,bid_ask_spread,long_open_interest,short_open_interest,iv_skew,long_implied_volatility,short_implied_volatility,long_delta,short_delta,long_gamma,short_gamma,long_theta,short_theta,net_theta,long_vega,short_vega,long_rho,short_rho,expiration,Price Proximity,Proximity Penalty,score
138.0,141.0,145.47999572753906,0.75,1.2345730104360513,0.6978383574811673,0.037,0.06,1.28,0.74,1.25,0.5,1.4700854700854702,2.5,140.5,2.375,-1.2352941176470598,-0.75,1.5384615384615383,4735,2500,0.7665657778384869,0.356227,0.33596,-0.2026334217399974,-0.3011205528603844,0.03280183437563955,0.047899341633791725,-0.1385624502063016,-0.14543546061620383,-0.5000000000000001,0.060808361074439904,0.07607537753093824,0.02714745230091199,0.0245197712680108,2025-06-27,0.030794582479431627,0.6030073349391762,100.0
